token	lemma	pos	onset	offset	entity	babelfy_id (iob)	link	TP	FP	FN	OCR	
imprimeur	imprimeur	NOUN	7560	7568	imprimeur	B-bn:00064454n	https://babelnet.org/synset?word=bn:00064454n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	7569	7569	,			 	 	 	 	
à	à	ADP	7571	7571	à			 	 	 	 	
Lausanne	Lausanne	PROPN	7573	7580	Lausanne	B-bn:00050233n	https://babelnet.org/synset?word=bn:00050233n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	7581	7581	,			 	 	 	 	
et	et	CCONJ	7583	7584	et			 	 	 	 	
exposé	exposé	NOUN	7586	7591	exposé	B-bn:00087841v	https://babelnet.org/synset?word=bn:00087841v&lang=FR&langTrans=DE	 	1	1	 	
dans	dan	ADP	7593	7596	dans			 	 	 	 	
cette	ce	DET	7598	7602	cette			 	 	 	 	
ville	ville	NOUN	7604	7608	ville	B-bn:00077773n	https://babelnet.org/synset?word=bn:00077773n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	7609	7609	,			 	 	 	 	
lors	lors	ADV	7611	7614	lors	B-bn:00117250r	https://babelnet.org/synset?word=bn:00117250r&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	7616	7617	de			 	 	 	 	
l'	le	DET	7619	7620	l'			 	 	 	 	
exposition	exposition	NOUN	7621	7630	exposition	B-bn:00032375n	https://babelnet.org/synset?word=bn:00032375n&lang=FR&langTrans=DE	1	 	 	 	
scolaire	scolaire	ADJ	7632	7639	scolaire	B-bn:00110170a	https://babelnet.org/synset?word=bn:00110170a&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	7641	7642	de			 	 	 	 	
la	le	DET	7644	7645	la			 	 	 	 	
Suisse	Suisse	PROPN	7647	7652	Suisse	B-bn:00069666n	https://babelnet.org/synset?word=bn:00069666n&lang=FR&langTrans=DE	 	1	1	 	
romande	romand	ADJ	7654	7660	romande			 	 	1	 	
,	,	PUNCT	7661	7661	,			 	 	 	 	
vient	venir	VERB	7663	7667	vient	B-bn:00085322v	https://babelnet.org/synset?word=bn:00085322v&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	7669	7670	de			 	 	 	 	
lui	luire	PRON	7672	7674	lui			 	 	 	 	
commander	commander	VERB	7676	7684	commander	B-bn:02047722n	https://babelnet.org/synset?word=bn:02047722n&lang=FR&langTrans=DE	1	 	 	 	
une	un	DET	7686	7688	une			 	 	 	 	
édition	édition	NOUN	7690	7696	édition	B-bn:00065108n	https://babelnet.org/synset?word=bn:00065108n&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	7698	7699	d'			 	 	 	 	
un	un	DET	7700	7701	un			 	 	 	 	
allas	alla	NOUN	7703	7707	allas			 	 	1	1	
complet	complet	ADJ	7709	7715	complet	B-bn:00100162a	https://babelnet.org/synset?word=bn:00100162a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	7716	7716	,			 	 	 	 	
d'	de	ADP	7718	7719	d'			 	 	 	 	
après	après	ADP	7720	7724	après			 	 	 	 	
Andriveau	Andriveau	PROPN	7726	7734	Andriveau			 	 	 	 	
et	et	CCONJ	7736	7737	et			 	 	 	 	
Gougeon	Gougeon	PROPN	7739	7745	Gougeon			 	 	1	 	
,	,	PUNCT	7746	7746	,			 	 	 	 	
et	et	CCONJ	7748	7749	et			 	 	 	 	
destiné	destiner	VERB	7751	7757	destiné	B-bn:00086681v	https://babelnet.org/synset?word=bn:00086681v&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	7759	7759	à			 	 	 	 	
l'	le	DET	7761	7762	l'			 	 	 	 	
éducation	éducation	NOUN	7763	7771	éducation	B-bn:00026980n	https://babelnet.org/synset?word=bn:00026980n&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	7773	7775	des			 	 	 	 	
nombreux	nombreux	ADJ	7777	7784	nombreux	B-bn:00107028a	https://babelnet.org/synset?word=bn:00107028a&lang=FR&langTrans=DE	1	 	 	 	
élèves	élève	NOUN	7786	7791	élèves	B-bn:00003164n	https://babelnet.org/synset?word=bn:00003164n&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	7793	7794	de			 	 	 	 	
cet	ce	DET	7796	7798	cet			 	 	 	 	
établissement	établissement	NOUN	7800	7812	établissement	B-bn:00029598n	https://babelnet.org/synset?word=bn:00029598n&lang=FR&langTrans=DE	 	1	1	 	
.	.	PUNCT	7813	7813	.			 	 	 	 	
.	.	PUNCT	7815	7815	.			 	 	 	 	
Nous	nous	PRON	7817	7820	Nous			 	 	 	 	
ne	ne	ADV	7822	7823	ne			 	 	 	 	
doutons	douter	VERB	7825	7831	doutons	B-bn:00087190v	https://babelnet.org/synset?word=bn:00087190v&lang=FR&langTrans=DE	1	 	 	 	
pas	pas	ADV	7833	7835	pas			 	 	 	 	
que	que	SCONJ	7837	7839	que			 	 	 	 	
tous	tout	PRON	7841	7844	tous			 	 	 	 	
.	.	PUNCT	7845	7845	.			 	 	 	1	
les	le	DET	7847	7849	les			 	 	 	 	
établissements	établissement	NOUN	7851	7864	établissements	B-bn:00029598n	https://babelnet.org/synset?word=bn:00029598n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	7866	7867	de			 	 	 	 	
l'	le	DET	7869	7870	l'			 	 	 	 	
Europe	Europe	PROPN	7871	7876	Europe	B-bn:00031896n	https://babelnet.org/synset?word=bn:00031896n&lang=FR&langTrans=DE	 	 	 	 	
,	,	PUNCT	7877	7877	,			1	 	 	 	
s'	si	PRON	7879	7880	s'			 	 	 	 	
occupant	occuper	VERB	7881	7888	occupant	B-bn:00058564n	https://babelnet.org/synset?word=bn:00058564n&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	7890	7891	de			 	 	 	 	
l'	le	DET	7893	7894	l'			 	 	 	 	
éducation	éducation	NOUN	7895	7903	éducation	B-bn:00026980n	https://babelnet.org/synset?word=bn:00026980n&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	7905	7907	des			 	 	 	 	
aveugles	aveugle	NOUN	7909	7916	aveugles	B-bn:00098563a	https://babelnet.org/synset?word=bn:00098563a&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	7917	7917	,			 	 	 	 	
n'	ne	ADV	7919	7920	n'			 	 	 	 	
adoptent	adopter	VERB	7921	7928	adoptent	B-bn:00082379v	https://babelnet.org/synset?word=bn:00082379v&lang=FR&langTrans=DE	1	 	 	 	
cette	ce	DET	7930	7934	cette			 	 	 	 	
méthode	méthode	NOUN	7936	7942	méthode	B-bn:00054625n	https://babelnet.org/synset?word=bn:00054625n&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	7944	7945	d'			 	 	 	 	
impression	impression	NOUN	7946	7955	impression	B-bn:03662770n	https://babelnet.org/synset?word=bn:03662770n&lang=FR&langTrans=DE	1	 	 	 	
en	en	ADP	7957	7958	en			 	 	 	 	
relief	relief	PRON	7960	7965	relief	B-bn:00030494n	https://babelnet.org/synset?word=bn:00030494n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	7966	7966	,			 	 	 	 	
aussi	aussi	ADV	7968	7972	aussi	B-bn:00114246r	https://babelnet.org/synset?word=bn:00114246r&lang=FR&langTrans=DE	1	 	 	 	
simple	simple	ADJ	7974	7979	simple	B-bn:00110649a	https://babelnet.org/synset?word=bn:00110649a&lang=FR&langTrans=DE	1	 	 	 	
qu'	que	SCONJ	7981	7983	qu'			 	 	 	 	
ingénieuse	ingénieux	ADJ	7984	7993	ingénieuse	B-bn:00104576a	https://babelnet.org/synset?word=bn:00104576a&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	7995	7996	et			 	 	 	 	
d'	de	ADP	7998	7999	d'			 	 	 	 	
un	un	DET	8000	8001	un			 	 	 	 	
coût	coût	NOUN	8003	8006	coût	B-bn:00022995n	https://babelnet.org/synset?word=bn:00022995n&lang=FR&langTrans=DE	1	 	 	 	
insignifiant	insignifiant	ADJ	8008	8019	insignifiant	B-bn:00105191a	https://babelnet.org/synset?word=bn:00105191a&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	8020	8020	.			 	 	 	 	
»	»	PUNCT	8022	8022	»			 	 	 	 	
—-Depuis	—-Depuis	CCONJ	8024	8031	—-Depuis			 	 	 	 	
quatre	quatre	NUM	8033	8038	quatre			 	 	1	 	
jours	jour	NOUN	8040	8044	jours	B-bn:00000086n	https://babelnet.org/synset?word=bn:00000086n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	8045	8045	,			 	 	 	 	
trois	trois	NUM	8047	8051	trois			 	 	1	 	
cents	cent	NOUN	8053	8057	cents			 	 	1	 	
prêtres	prêtr	ADJ	8059	8065	prêtres	B-bn:00064346n	https://babelnet.org/synset?word=bn:00064346n&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	8067	8068	et			 	 	 	 	
religieux	religieux	ADJ	8070	8078	religieux	B-bn:00109662a	https://babelnet.org/synset?word=bn:00109662a&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	8079	8079	.			 	 	 	 	
espagnols	espagnol	NOUN	8081	8089	espagnols	B-bn:00110978a	https://babelnet.org/synset?word=bn:00110978a&lang=FR&langTrans=DE	1	 	 	 	
sont	être	AUX	8091	8094	sont	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
arrivés	arriver	VERB	8096	8102	arrivés			 	 	1	 	
en	en	ADP	8104	8105	en			 	 	 	 	
France	France	PROPN	8107	8112	France	B-bn:00036202n	https://babelnet.org/synset?word=bn:00036202n&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	8114	8115	et			 	 	 	 	
se	se	PRON	8117	8118	se			 	 	 	 	
sont	être	AUX	8120	8123	sont	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
répartis	répartir	VERB	8125	8132	répartis	B-bn:00093573v	https://babelnet.org/synset?word=bn:00093573v&lang=FR&langTrans=DE	1	 	 	 	
entre	entrer	ADP	8134	8138	entre			 	 	 	 	
les	le	DET	8140	8142	les			 	 	 	 	
maisons	maison	NOUN	8144	8150	maisons	B-bn:00044994n	https://babelnet.org/synset?word=bn:00044994n&lang=FR&langTrans=DE	1	 	 	 	
conventuelles	conventuel	ADJ	8152	8164	conventuelles			 	 	1	 	
de	de	ADP	8166	8167	de			 	 	 	 	
leur	lui	DET	8169	8172	leur			 	 	 	 	
ordre	ordre	NOUN	8174	8178	ordre	B-bn:00059303n	https://babelnet.org/synset?word=bn:00059303n&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	8180	8180	à			 	 	 	 	
Lyon	Lyon	PROPN	8182	8185	Lyon	B-bn:00052463n	https://babelnet.org/synset?word=bn:00052463n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	8186	8186	,			 	 	 	 	
St	st	NOUN	8188	8189	St	B-bn:01426555n	https://babelnet.org/synset?word=bn:01426555n&lang=FR&langTrans=DE	1	 	 	 	
-	-	PUNCT	8190	8190	-			 	 	 	 	
Etienne	Etienne	PROPN	8191	8197	Etienne			 	 	1	 	
,	,	PUNCT	8198	8198	,			 	 	 	 	
Toulouse	toulouse	NOUN	8200	8207	Toulouse	B-bn:00077741n	https://babelnet.org/synset?word=bn:00077741n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	8208	8208	,			 	 	 	 	
Bordeaux	Bordeaux	PROPN	8210	8217	Bordeaux			 	 	1	 	
,	,	PUNCT	8218	8218	,			 	 	 	 	
Limoges	Limoges	PROPN	8220	8226	Limoges	B-bn:01012635n	https://babelnet.org/synset?word=bn:01012635n&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	8228	8229	et			 	 	 	 	
Bourses	Bourses	PROPN	8231	8237	Bourses	B-bn:00014060n	https://babelnet.org/synset?word=bn:00014060n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	8238	8238	.			 	 	 	 	
D'	D'	ADP	8240	8241	D'			 	 	 	 	
après	après	ADP	8242	8246	après			 	 	 	 	
une	un	DET	8248	8250	une			 	 	 	 	
lettre	lettre	NOUN	8252	8257	lettre	B-bn:00050802n	https://babelnet.org/synset?word=bn:00050802n&lang=FR&langTrans=DE	1	 	 	 	
que	que	PRON	8259	8261	que			 	 	 	 	
nous	nous	PRON	8263	8266	nous			 	 	 	 	
avons	avoir	AUX	8268	8272	avons	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	1	 	 	 	
sous	sou	ADP	8274	8277	sous			 	 	 	 	
lesyeux	lesyeux	PRON	8279	8285	lesyeux			 	 	1	1	
,	,	PUNCT	8286	8286	,			 	 	 	 	
dit	dire	VERB	8288	8290	dit	B-bn:00093287v	https://babelnet.org/synset?word=bn:00093287v&lang=FR&langTrans=DE	1	 	 	 	
la	le	DET	8292	8293	la			 	 	 	 	
Presse	presse	NOUN	8295	8300	Presse	B-bn:00024785n	https://babelnet.org/synset?word=bn:00024785n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	8301	8301	,			 	 	 	 	
le	le	DET	8303	8304	le			 	 	 	 	
plus	plus	ADV	8306	8309	plus	B-bn:00115880r	https://babelnet.org/synset?word=bn:00115880r&lang=FR&langTrans=DE	1	 	 	 	
grand	grand	ADJ	8311	8315	grand	B-bn:00111630a	https://babelnet.org/synset?word=bn:00111630a&lang=FR&langTrans=DE	1	 	 	 	
nombre	nombre	NOUN	8317	8322	nombre	B-bn:00058285n	https://babelnet.org/synset?word=bn:00058285n&lang=FR&langTrans=DE	1	 	 	 	
avaient	avoir	AUX	8324	8330	avaient	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
été	être	AUX	8332	8334	été	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
dépouillés	dépouiller	VERB	8336	8345	dépouillés			 	 	1	 	
en	en	ADP	8347	8348	en			 	 	 	 	
route	router	NOUN	8350	8354	route	B-bn:00067975n	https://babelnet.org/synset?word=bn:00067975n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	8355	8355	,			 	 	 	 	
sur	sur	ADP	8357	8359	sur			 	 	 	 	
le	le	DET	8361	8362	le			 	 	 	 	
territoire	territoire	NOUN	8364	8373	territoire	B-bn:00027810n	https://babelnet.org/synset?word=bn:00027810n&lang=FR&langTrans=DE	 	1	1	 	
espagnol	espagnol	NOUN	8375	8382	espagnol	B-bn:00110978a	https://babelnet.org/synset?word=bn:00110978a&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	8383	8383	,			 	 	 	 	
du	du	DET	8385	8386	du			 	 	 	 	
peu	peu	ADV	8388	8390	peu			 	 	 	 	
d'	de	ADP	8392	8393	d'			 	 	 	 	
argent	argent	NOUN	8394	8399	argent	B-bn:00055644n	https://babelnet.org/synset?word=bn:00055644n&lang=FR&langTrans=DE	1	 	 	 	
qu'	que	PRON	8401	8403	qu'			 	 	 	 	
ils	il	PRON	8404	8406	ils			 	 	 	 	
possédaient	posséder	VERB	8408	8418	possédaient	B-bn:00089241v	https://babelnet.org/synset?word=bn:00089241v&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	8419	8419	.			 	 	 	 	
Angleterre	angleterre	NOUN	8421	8430	Angleterre	B-bn:00030861n	https://babelnet.org/synset?word=bn:00030861n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	8431	8431	.			 	 	 	 	
—Il	—il	NOUN	8433	8435	—Il			 	 	 	1	
y	yu	PRON	8437	8437	y			 	 	 	 	
a	avoir	VERB	8439	8439	a			 	 	 	 	
huit	huit	NUM	8441	8444	huit			 	 	 	 	
jours	jour	NOUN	8446	8450	jours	B-bn:00000086n	https://babelnet.org/synset?word=bn:00000086n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	8451	8451	,			 	 	 	 	
toute	tout	ADJ	8453	8457	toute			 	 	 	 	
la	le	DET	8459	8460	la			 	 	 	 	
presse	presse	NOUN	8462	8467	presse	B-bn:00024785n	https://babelnet.org/synset?word=bn:00024785n&lang=FR&langTrans=DE	1	 	 	 	
an	an	NOUN	8469	8470	an			 	 	1	1	
?	?	PUNCT	8472	8472	?			 	 	 	1	
glaise	glaise	NOUN	8474	8479	glaise			 	 	1	1	
s'	si	PRON	8481	8482	s'			 	 	 	 	
occupait	occuper	VERB	8483	8490	occupait	B-bn:00090437v	https://babelnet.org/synset?word=bn:00090437v&lang=FR&langTrans=DE	1	 	 	 	
du	du	DET	8492	8493	du			 	 	 	 	
manifeste	manifester	NOUN	8495	8503	manifeste	B-bn:00053217n	https://babelnet.org/synset?word=bn:00053217n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	8505	8506	de			 	 	 	 	
M.	monsieur	NOUN	8508	8509	M.			 	 	1	 	
Disraeli	Disraeli	PROPN	8511	8518	Disraeli			 	 	1	 	
.	.	PUNCT	8519	8519	.			 	 	 	 	
Aujourd'hui	aujourd'huie	NOUN	8521	8531	Aujourd'hui			 	 	1	 	
,	,	PUNCT	8532	8532	,			 	 	 	 	
elle	lui	PRON	8534	8537	elle			 	 	 	 	
discute	discuter	VERB	8539	8545	discute	B-bn:00086931v	https://babelnet.org/synset?word=bn:00086931v&lang=FR&langTrans=DE	1	 	 	 	
celui	celui	PRON	8547	8551	celui			 	 	 	 	
que	que	SCONJ	8553	8555	que			 	 	 	 	
M.	monsieur	NOUN	8557	8558	M.			 	 	 	 	
Gladstone	Gladstone	PROPN	8560	8568	Gladstone			 	 	 	 	
vient	venir	VERB	8570	8574	vient	B-bn:00085322v	https://babelnet.org/synset?word=bn:00085322v&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	8576	8577	d'			 	 	 	 	
adresser	adresser	VERB	8578	8585	adresser	B-bn:00082493v	https://babelnet.org/synset?word=bn:00082493v&lang=FR&langTrans=DE	 	1	1	 	
à	à	ADP	8587	8587	à			 	 	 	 	
ses	son	DET	8589	8591	ses			 	 	 	 	
électeurs	électeur	NOUN	8593	8601	électeurs	B-bn:00030122n	https://babelnet.org/synset?word=bn:00030122n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	8602	8602	,			 	 	 	 	
et	et	CCONJ	8604	8605	et			 	 	 	 	
le	le	DET	8607	8608	le			 	 	 	 	
Times	Times	PROPN	8610	8614	Times	B-bn:00056300n	https://babelnet.org/synset?word=bn:00056300n&lang=FR&langTrans=DE	 	1	1	 	
résuma	résumer	VERB	8616	8621	résuma			 	 	1	 	
assez	assez	ADV	8623	8627	assez	B-bn:00115313r	https://babelnet.org/synset?word=bn:00115313r&lang=FR&langTrans=DE	 	1	1	 	
bien	bien	ADV	8629	8632	bien	B-bn:00115530r	https://babelnet.org/synset?word=bn:00115530r&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	8633	8633	,			 	 	 	 	
à	à	ADP	8635	8635	à			 	 	 	 	
lui	luire	PRON	8637	8639	lui			 	 	 	 	
seul	seul	ADJ	8641	8644	seul	B-bn:00096872a	https://babelnet.org/synset?word=bn:00096872a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	8645	8645	,			 	 	 	 	
l'	le	DET	8647	8648	l'			 	 	 	 	
opi	opi	NOUN	8649	8651	opi			 	 	1	1	
nion	nion	NOUN	8653	8656	nion	B-bn:16331117n	https://babelnet.org/synset?word=bn:16331117n&lang=FR&langTrans=DE	 	1	1	1	
générale	général	ADJ	8658	8665	générale	B-bn:00103507a	https://babelnet.org/synset?word=bn:00103507a&lang=FR&langTrans=DE	 	1	1	 	
des	un	DET	8667	8669	des			 	 	 	 	
journaux	journal	NOUN	8671	8678	journaux	B-bn:00057563n	https://babelnet.org/synset?word=bn:00057563n&lang=FR&langTrans=DE	 	1	1	 	
britanniques	britannique	ADJ	8680	8691	britanniques	B-bn:00013184n	https://babelnet.org/synset?word=bn:00013184n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	8692	8692	,			 	 	 	 	
quand	quand	SCONJ	8694	8698	quand			 	 	 	 	
il	il	PRON	8700	8701	il			 	 	 	 	
dit	dire	VERB	8703	8705	dit	B-bn:00093287v	https://babelnet.org/synset?word=bn:00093287v&lang=FR&langTrans=DE	1	 	 	 	
«	«	PUNCT	8707	8707	«			 	 	 	 	
L'	le	DET	8709	8710	L'			 	 	 	 	
adresse	adresse	NOUN	8711	8717	adresse	B-bn:00082335v	https://babelnet.org/synset?word=bn:00082335v&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	8719	8720	de			 	 	 	 	
M.	monsieur	NOUN	8722	8723	M.			 	 	1	 	
Gladstone	Gladstone	PROPN	8725	8733	Gladstone			 	 	1	 	
est	être	AUX	8735	8737	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
quelque	quelque	ADV	8739	8745	quelque			 	 	 	 	
peu	peu	ADV	8747	8749	peu	B-bn:00114044r	https://babelnet.org/synset?word=bn:00114044r&lang=FR&langTrans=DE	1	 	 	 	
faible	faible	ADJ	8751	8756	faible	B-bn:00113737a	https://babelnet.org/synset?word=bn:00113737a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	8757	8757	,			 	 	 	 	
en	en	ADP	8759	8760	en			 	 	 	 	
tant	tant	ADV	8762	8765	tant	B-bn:00114490r	https://babelnet.org/synset?word=bn:00114490r&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	8767	8769	que			 	 	 	 	
style	style	NOUN	8771	8775	style	B-bn:00032400n	https://babelnet.org/synset?word=bn:00032400n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	8776	8776	,			 	 	 	 	
et	et	CCONJ	8778	8779	et			 	 	 	 	
pas	pas	ADV	8781	8783	pas			 	 	 	 	
très	très	ADV	8785	8788	très	B-bn:00116789r	https://babelnet.org/synset?word=bn:00116789r&lang=FR&langTrans=DE	1	 	 	 	
puissante	puissant	ADJ	8790	8798	puissante	B-bn:00108878a	https://babelnet.org/synset?word=bn:00108878a&lang=FR&langTrans=DE	1	 	 	 	
en	en	ADP	8800	8801	en			 	 	 	 	
tant	tant	ADV	8803	8806	tant	B-bn:00114490r	https://babelnet.org/synset?word=bn:00114490r&lang=FR&langTrans=DE	1	 	 	 	
qu'	que	SCONJ	8808	8810	qu'			 	 	 	 	
arguments	argument	NOUN	8811	8819	arguments	B-bn:00005600n	https://babelnet.org/synset?word=bn:00005600n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	8820	8820	.			 	 	 	 	
»	»	PUNCT	8822	8822	»			 	 	 	 	
Le	le	DET	8824	8825	Le			 	 	 	 	
chef	chef	NOUN	8827	8830	chef	B-bn:00018320n	https://babelnet.org/synset?word=bn:00018320n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	8832	8833	de			 	 	 	 	
l'	le	DET	8835	8836	l'			 	 	 	 	
opposition	opposition	NOUN	8837	8846	opposition	B-bn:00059195n	https://babelnet.org/synset?word=bn:00059195n&lang=FR&langTrans=DE	1	 	 	 	
a	avoir	AUX	8848	8848	a			 	 	 	 	
pourtant	pourtant	ADV	8850	8857	pourtant	B-bn:00117654r	https://babelnet.org/synset?word=bn:00117654r&lang=FR&langTrans=DE	1	 	 	 	
fait	faire	VERB	8859	8862	fait	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	1	 	 	 	
tout	tout	ADV	8864	8867	tout	B-bn:00114203r	https://babelnet.org/synset?word=bn:00114203r&lang=FR&langTrans=DE	 	1	1	 	
son	son	DET	8869	8871	son			 	 	1	 	
possible	possible	ADJ	8873	8880	possible	B-bn:00108829a	https://babelnet.org/synset?word=bn:00108829a&lang=FR&langTrans=DE	 	1	1	 	
pour	pour	ADP	8882	8885	pour			 	 	 	 	
satisfaire	satisfaire	VERB	8887	8896	satisfaire	B-bn:00088614v	https://babelnet.org/synset?word=bn:00088614v&lang=FR&langTrans=DE	1	 	 	 	
les	le	DET	8898	8900	les			 	 	 	 	
passions	passion	NOUN	8902	8909	passions	B-bn:00060907n	https://babelnet.org/synset?word=bn:00060907n&lang=FR&langTrans=DE	 	1	1	 	
populaires	populaire	ADJ	8911	8920	populaires	B-bn:00108806a	https://babelnet.org/synset?word=bn:00108806a&lang=FR&langTrans=DE	 	1	1	 	
dans	dan	ADP	8922	8925	dans			 	 	 	 	
son	son	DET	8927	8929	son			 	 	 	 	
programme	programme	NOUN	8931	8939	programme	B-bn:00023295n	https://babelnet.org/synset?word=bn:00023295n&lang=FR&langTrans=DE	 	1	1	 	
électoral	électoral	ADJ	8941	8949	électoral	B-bn:00102081a	https://babelnet.org/synset?word=bn:00102081a&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	8950	8950	,			 	 	 	 	
qui	qui	PRON	8952	8954	qui			 	 	 	 	
est	être	AUX	8956	8958	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
du	du	DET	8960	8961	du			 	 	 	 	
double	double	NOUN	8963	8968	double	B-bn:00028341n	https://babelnet.org/synset?word=bn:00028341n&lang=FR&langTrans=DE	 	1	1	 	
en	en	ADP	8970	8971	en			 	 	 	 	
longueur	longueur	NOUN	8973	8980	longueur	B-bn:00050662n	https://babelnet.org/synset?word=bn:00050662n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	8982	8983	de			 	 	 	 	
celui	celui	PRON	8985	8989	celui			 	 	 	 	
de	de	ADP	8991	8992	de			 	 	 	 	
M.	monsieur	NOUN	8994	8995	M.			 	 	1	 	
Dis	Dis	PROPN	8997	8999	Dis	B-bn:02109211n	https://babelnet.org/synset?word=bn:02109211n&lang=FR&langTrans=DE	 	1	1	1	
raeli	raeli	ADJ	9001	9005	raeli			 	 	1	1	
.	.	PUNCT	9006	9006	.			 	 	 	 	
Mais	Mais	CCONJ	9008	9011	Mais			 	 	 	 	
il	il	PRON	9013	9014	il			 	 	 	 	
paraît	paraître	VERB	9016	9021	paraît	B-bn:00082693v	https://babelnet.org/synset?word=bn:00082693v&lang=FR&langTrans=DE	1	 	 	 	
qu'	que	SCONJ	9023	9025	qu'			 	 	 	 	
il	il	PRON	9026	9027	il			 	 	 	 	
a	avoir	AUX	9029	9029	a			 	 	 	 	
dépassé	dépasser	VERB	9031	9037	dépassé	B-bn:00087793v	https://babelnet.org/synset?word=bn:00087793v&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	9039	9040	le			 	 	 	 	
but	but	NOUN	9042	9044	but	B-bn:00014202n	https://babelnet.org/synset?word=bn:00014202n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	9045	9045	,			 	 	 	 	
et	et	CCONJ	9047	9048	et			 	 	 	 	
la	le	DET	9050	9051	la			 	 	 	 	
presse	presse	NOUN	9053	9058	presse	B-bn:00024785n	https://babelnet.org/synset?word=bn:00024785n&lang=FR&langTrans=DE	 	1	1	 	
libérale	libéral	ADJ	9060	9067	libérale	B-bn:00098893a	https://babelnet.org/synset?word=bn:00098893a&lang=FR&langTrans=DE	 	1	1	 	
elle-même	lui-même	PRON	9069	9077	elle-même			 	 	 	 	
n'	ne	ADV	9079	9080	n'			 	 	 	 	
approuve	approuver	VERB	9081	9088	approuve	B-bn:00082740v	https://babelnet.org/synset?word=bn:00082740v&lang=FR&langTrans=DE	1	 	 	 	
pas	pas	ADV	9090	9092	pas			 	 	 	 	
