token	lemma	pos	onset	offset	entity	bablefy_id (iob)	link	TP_MERGE	FP_MERGE	FN_MERGE	OCR_MERGE
Etat	etat	NOUN	7910	7913	Etat	B-bn:00074010n	https://babelnet.org/synset?word=bn:00074010n&lang=FR&langTrans=EN	1			
de	de	ADP	7915	7916							
Zurich	Zurich	PROPN	7918	7923						1	
ne	ne	ADV	7925	7926						1	
pourra	pouvoir	AUX	7928	7933	pourra	B-bn:13601970v	https://babelnet.org/synset?word=bn:13601970v&lang=FR&langTrans=EN	1			
garantir	garantir	VERB	7935	7942	garantir	B-bn:00082881v	https://babelnet.org/synset?word=bn:00082881v&lang=FR&langTrans=EN	1			
la	le	DET	7944	7945							
constitution	constitution	NOUN	7947	7958						1	
de	de	ADP	7960	7961							
Lucerne	Lucerne	PROPN	7963	7969	Lucerne	B-bn:00002642n	https://babelnet.org/synset?word=bn:00002642n&lang=FR&langTrans=EN		1	1	
aussi	aussi	ADV	7971	7975	aussi	B-bn:00114246r	https://babelnet.org/synset?word=bn:00114246r&lang=FR&langTrans=EN	1			
longtemps	longtemps	ADV	7977	7985	longtemps	B-bn:00116156r	https://babelnet.org/synset?word=bn:00116156r&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	7987	7989							
elle	lui	PRON	7990	7993							
n'	ne	ADV	7995	7996						1	
accordera	accorder	VERB	7997	8005	accordera	B-bn:00083445v	https://babelnet.org/synset?word=bn:00083445v&lang=FR&langTrans=EN	1			
l'	le	DET	8007	8008							
exercice	exercice	NOUN	8009	8016	exercice	B-bn:00032203n	https://babelnet.org/synset?word=bn:00032203n&lang=FR&langTrans=EN		1	1	
des	un	DET	8018	8020							
droits	droit	NOUN	8022	8027	droits	B-bn:06570266n	https://babelnet.org/synset?word=bn:06570266n&lang=FR&langTrans=EN	1			
politiques	politique	ADJ	8029	8038	politiques	I-bn:06570266n	https://babelnet.org/synset?word=bn:06570266n&lang=FR&langTrans=EN	1			
qu'	que	PRON	8040	8042							
aux	aux	ADJ	8043	8045							
citoyens	citoyen	NOUN	8047	8054	citoyens	B-bn:00019281n	https://babelnet.org/synset?word=bn:00019281n&lang=FR&langTrans=EN	1			
professant	professer	VERB	8056	8065	professant	B-bn:00082637v	https://babelnet.org/synset?word=bn:00082637v&lang=FR&langTrans=EN	1			
la	le	DET	8067	8068							
religion	religion	NOUN	8070	8077	religion	B-bn:00032770n	https://babelnet.org/synset?word=bn:00032770n&lang=FR&langTrans=EN		1	1	
tholique	tholiqu	ADJ	8079	8086						1	1
-	-	PUNCT	8087	8087							
romaine	romaine	NOUN	8088	8094						1	
.	.	PUNCT	8095	8095							
La	le	DET	8097	8098							
tolérance	tolérance	NOUN	8100	8108	tolérance	B-bn:00077518n	https://babelnet.org/synset?word=bn:00077518n&lang=FR&langTrans=EN	1			
est	être	AUX	8110	8112	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
le	le	DET	8114	8115							
principe	principe	NOUN	8117	8124	principe	B-bn:00051073n	https://babelnet.org/synset?word=bn:00051073n&lang=FR&langTrans=EN	1			
de	de	ADP	8126	8127	de	I-bn:00051073n	https://babelnet.org/synset?word=bn:00051073n&lang=FR&langTrans=EN	1			
vie	vie	NOUN	8129	8131	vie	I-bn:00051073n	https://babelnet.org/synset?word=bn:00051073n&lang=FR&langTrans=EN	1			
de	de	ADP	8133	8134							
la	le	DET	8136	8137							
Confédération	Confédération	PROPN	8139	8151	Confédération	B-bn:00021711n	https://babelnet.org/synset?word=bn:00021711n&lang=FR&langTrans=EN	1			
;	;	PUNCT	8153	8153							
dès	dès	ADP	8155	8157							
lors	lors	ADV	8159	8162	lors	B-bn:00117250r	https://babelnet.org/synset?word=bn:00117250r&lang=FR&langTrans=EN	1			
,	,	PUNCT	8163	8163							
Zurich	Zurich	PROPN	8165	8170						1	
ne	ne	ADV	8172	8173						1	
peut	pouvoir	AUX	8175	8178	peut	B-bn:13601970v	https://babelnet.org/synset?word=bn:13601970v&lang=FR&langTrans=EN	1			
garantir	garantir	VERB	8180	8187	garantir	B-bn:00082881v	https://babelnet.org/synset?word=bn:00082881v&lang=FR&langTrans=EN	1			
une	un	DET	8189	8191							
constitution	constitution	NOUN	8193	8204						1	
qui	qui	PRON	8206	8208							
proclame	proclamer	VERB	8210	8217	proclame	B-bn:00092037v	https://babelnet.org/synset?word=bn:00092037v&lang=FR&langTrans=EN	1			
l'	le	DET	8219	8220							
inlolérance	inlolérance	NOUN	8221	8231						1	1
en	en	ADP	8233	8234							
matière	matière	NOUN	8236	8242	matière	B-bn:00053867n	https://babelnet.org/synset?word=bn:00053867n&lang=FR&langTrans=EN		1	1	
religieuse	religieux	ADJ	8244	8253	religieuse	B-bn:00109662a	https://babelnet.org/synset?word=bn:00109662a&lang=FR&langTrans=EN	1			
.	.	PUNCT	8254	8254							
Les	le	DET	8256	8258							
cantons	canton	NOUN	8260	8266	cantons	B-bn:00077775n	https://babelnet.org/synset?word=bn:00077775n&lang=FR&langTrans=EN		1	1	
primitifs	primitif	ADJ	8268	8276	primitifs	B-bn:00100724a	https://babelnet.org/synset?word=bn:00100724a&lang=FR&langTrans=EN	1			
n'	ne	ADV	8278	8279						1	
ont	avoir	AUX	8280	8282	ont	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
trouvé	trouver	VERB	8284	8289	trouvé	B-bn:00084231v	https://babelnet.org/synset?word=bn:00084231v&lang=FR&langTrans=EN	1			
dans	dan	ADP	8291	8294							
la	le	DET	8296	8297							
constitution	constitution	NOUN	8299	8310						1	
eje	ej	ADJ	8312	8314	eje	B-bn:04746520n	https://babelnet.org/synset?word=bn:04746520n&lang=FR&langTrans=EN		1	1	1
Lueerne	Lueerne	PROPN	8316	8322						1	1
aucune	aucun	DET	8324	8329							
disposition	disposition	NOUN	8331	8341	disposition	B-bn:00027686n	https://babelnet.org/synset?word=bn:00027686n&lang=FR&langTrans=EN	1			
qui	qui	PRON	8343	8345							
soit	être	AUX	8347	8350	soit	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
contraire	contraire	VERB	8352	8360	contraire	B-bn:00022257n	https://babelnet.org/synset?word=bn:00022257n&lang=FR&langTrans=EN	1			
au	au	DET	8362	8363							
pacte	pacte	NOUN	8365	8369	pacte	B-bn:00000728n	https://babelnet.org/synset?word=bn:00000728n&lang=FR&langTrans=EN	1			
de	de	ADP	8371	8372							
1813	1813	NUM	8374	8377						1	1
;	;	PUNCT	8379	8379							
ils	il	PRON	8381	8383							
doivent	devoir	VERB	8385	8391	doivent	B-bn:00091360v	https://babelnet.org/synset?word=bn:00091360v&lang=FR&langTrans=EN	1			
donc	donc	ADV	8393	8396	donc	B-bn:00115635r	https://babelnet.org/synset?word=bn:00115635r&lang=FR&langTrans=EN	1			
la	le	DET	8398	8399							
garantir	garantir	VERB	8401	8408	garantir	B-bn:00082881v	https://babelnet.org/synset?word=bn:00082881v&lang=FR&langTrans=EN	1			
.	.	PUNCT	8409	8409							
Glaris	Glaris	PROPN	8411	8416						1	
est	être	AUX	8418	8420	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
peiné	peiner	VERB	8422	8426	peiné	B-bn:00086809v	https://babelnet.org/synset?word=bn:00086809v&lang=FR&langTrans=EN	1			
que	que	SCONJ	8428	8430							
celte	celte	NOUN	8432	8436							
constitution	constitution	NOUN	8438	8449						1	
,	,	PUNCT	8450	8450							
qui	qui	PRON	8452	8454							
est	être	AUX	8456	8458	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
une	un	DET	8460	8462							
œuvre	œuvre	NOUN	8464	8468	œuvre	B-bn:00011767n	https://babelnet.org/synset?word=bn:00011767n&lang=FR&langTrans=EN		1	1	
des	un	DET	8470	8472							
temps	temps	NOUN	8474	8478	temps	B-bn:00077270n	https://babelnet.org/synset?word=bn:00077270n&lang=FR&langTrans=EN	1			
actuels	actuel	ADJ	8480	8486	actuels	B-bn:00108977a	https://babelnet.org/synset?word=bn:00108977a&lang=FR&langTrans=EN	1			
,	,	PUNCT	8487	8487							
contienne	contenir	VERB	8489	8497						1	
des	un	DET	8499	8501							
dispositions	disposition	NOUN	8503	8514	dispositions	B-bn:00027686n	https://babelnet.org/synset?word=bn:00027686n&lang=FR&langTrans=EN	1			
si	si	SCONJ	8516	8517							
opposées	opposée	NOUN	8519	8526						1	
aux	aux	ADJ	8528	8530							
idées	idée	NOUN	8532	8536	idées	B-bn:00045800n	https://babelnet.org/synset?word=bn:00045800n&lang=FR&langTrans=EN	1			
du	du	DET	8538	8539							
siècle	siècle	NOUN	8541	8546	siècle	B-bn:00017234n	https://babelnet.org/synset?word=bn:00017234n&lang=FR&langTrans=EN	1			
.	.	PUNCT	8547	8547							
Cependant	cependant	ADV	8549	8557	Cependant	B-bn:00021883n	https://babelnet.org/synset?word=bn:00021883n&lang=FR&langTrans=EN	1			
,	,	PUNCT	8558	8558							
dans	dan	ADP	8560	8563							
le	le	DET	8565	8566							
but	but	NOUN	8568	8570	but	B-bn:00014202n	https://babelnet.org/synset?word=bn:00014202n&lang=FR&langTrans=EN		1	1	
d'	de	ADP	8572	8573							
affermir	affermir	VERB	8574	8581	affermir	B-bn:00083317v	https://babelnet.org/synset?word=bn:00083317v&lang=FR&langTrans=EN	1			
le	le	DET	8583	8584							
parti	parti	NOUN	8586	8590	parti	B-bn:00050938n	https://babelnet.org/synset?word=bn:00050938n&lang=FR&langTrans=EN	1			
libéral	libéral	ADJ	8592	8598	libéral	I-bn:00050938n	https://babelnet.org/synset?word=bn:00050938n&lang=FR&langTrans=EN	1			
dans	dan	ADP	8600	8603							
le	le	DET	8605	8606							
canton	canton	NOUN	8608	8613	canton	B-bn:00077775n	https://babelnet.org/synset?word=bn:00077775n&lang=FR&langTrans=EN		1	1	
de	de	ADP	8615	8616							
Lucerue	Lucerue	PROPN	8618	8624						1	
,	,	PUNCT	8625	8625							
il	il	PRON	8627	8628							
accordera	accorder	VERB	8630	8638	accordera	B-bn:00083445v	https://babelnet.org/synset?word=bn:00083445v&lang=FR&langTrans=EN	1			
la	le	DET	8640	8641							
garantie	garantir	NOUN	8643	8650	garantie	B-bn:00042039n	https://babelnet.org/synset?word=bn:00042039n&lang=FR&langTrans=EN	1			
,	,	PUNCT	8651	8651							
mais	mais	CCONJ	8653	8656							
sous	sou	ADP	8658	8661							
la	le	DET	8663	8664							
condition	condition	NOUN	8666	8674	condition	B-bn:00064921n	https://babelnet.org/synset?word=bn:00064921n&lang=FR&langTrans=EN	1			
expresse	exprès	ADJ	8676	8683						1	
que	que	SCONJ	8685	8687							
,	,	PUNCT	8688	8688							
dans	dan	ADP	8690	8693							
le	le	DET	8695	8696							
cas	cas	NOUN	8698	8700	cas	B-bn:00016401n	https://babelnet.org/synset?word=bn:00016401n&lang=FR&langTrans=EN	1			
où	où	PRON	8702	8703							
la	le	DET	8705	8706							
constitution	constitution	NOUN	8708	8719						1	
fédérale	fédéral	ADJ	8721	8728	fédérale	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
sera	être	AUX	8730	8733	sera	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
adoptée	adopter	VERB	8735	8741						1	
,	,	PUNCT	8742	8742							
Lueerne	Lueerne	PROPN	8744	8750						1	1
s'	si	PRON	8752	8753							
empressera	empresser	VERB	8754	8763						1	
de	de	ADP	8765	8766							
mettre	mettre	VERB	8768	8773	mettre	B-bn:00090224v	https://babelnet.org/synset?word=bn:00090224v&lang=FR&langTrans=EN	1			
sa	son	DET	8775	8776							
constitution	constitution	NOUN	8778	8789						1	
en	en	ADP	8791	8792							
harmonie	harmonie	NOUN	8794	8801	harmonie	B-bn:00043022n	https://babelnet.org/synset?word=bn:00043022n&lang=FR&langTrans=EN		1	1	
avec	avec	ADP	8803	8806							
la	le	DET	8808	8809							
charte	charte	NOUN	8811	8816	charte	B-bn:00017906n	https://babelnet.org/synset?word=bn:00017906n&lang=FR&langTrans=EN	1			
fédérale	fédéral	ADJ	8818	8825	fédérale	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
.	.	PUNCT	8826	8826							
Fribourg	Fribourg	PROPN	8828	8835	Fribourg	B-bn:00137241n	https://babelnet.org/synset?word=bn:00137241n&lang=FR&langTrans=EN		1	1	
fait	faire	VERB	8837	8840	fait	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=EN	1			
observer	observer	VERB	8842	8849	observer	B-bn:00091119v	https://babelnet.org/synset?word=bn:00091119v&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	8851	8853							
il	il	PRON	8854	8855							
n'	ne	ADV	8857	8858						1	
appartient	appartenir	VERB	8859	8868	appartient	B-bn:00082702v	https://babelnet.org/synset?word=bn:00082702v&lang=FR&langTrans=EN	1			
pas	pas	ADV	8870	8872						1	
à	à	ADP	8874	8874							
la	le	DET	8876	8877							
Diète	diète	NOUN	8879	8883	Diète	B-bn:00027012n	https://babelnet.org/synset?word=bn:00027012n&lang=FR&langTrans=EN	1			
de	de	ADP	8885	8886							
prescrire	prescrire	NOUN	8888	8896	prescrire	B-bn:00083834v	https://babelnet.org/synset?word=bn:00083834v&lang=FR&langTrans=EN	1			
à	à	ADP	8898	8898							
Lueerne	Lueerne	PROPN	8900	8906						1	1
les	le	DET	8908	8910							
principes	principe	NOUN	8912	8920						1	
à	à	ADP	8922	8922							
suivre	suivre	VERB	8924	8929	suivre	B-bn:00088421v	https://babelnet.org/synset?word=bn:00088421v&lang=FR&langTrans=EN	1			
en	en	ADP	8931	8932							
matière	matière	NOUN	8934	8940	matière	B-bn:00053867n	https://babelnet.org/synset?word=bn:00053867n&lang=FR&langTrans=EN		1	1	
religieuse	religieux	ADJ	8942	8951	religieuse	B-bn:00109662a	https://babelnet.org/synset?word=bn:00109662a&lang=FR&langTrans=EN	1			
.	.	PUNCT	8952	8952							
Elle	lui	PRON	8954	8957							
doit	devoir	AUX	8959	8962	doit	B-bn:00091360v	https://babelnet.org/synset?word=bn:00091360v&lang=FR&langTrans=EN	1			
se	se	PRON	8964	8965							
borner	borner	VERB	8967	8972						1	
à	à	ADP	8974	8974							
examiner	examiner	VERB	8976	8983						1	
si	si	SCONJ	8985	8986							
la	le	DET	8988	8989							
constitution	constitution	NOUN	8991	9002						1	
de	de	ADP	9004	9005							
cet	ce	DET	9007	9009							
Etat	etat	NOUN	9011	9014	Etat	B-bn:00074010n	https://babelnet.org/synset?word=bn:00074010n&lang=FR&langTrans=EN	1			
renferme	renferm	ADJ	9016	9023	renferme	B-bn:00085497v	https://babelnet.org/synset?word=bn:00085497v&lang=FR&langTrans=EN	1			
quelque	quelque	DET	9025	9031							
chose	chose	NOUN	9033	9037	chose	B-bn:00076925n	https://babelnet.org/synset?word=bn:00076925n&lang=FR&langTrans=EN	1			
de	de	ADP	9039	9040							
contraire	contraire	NOUN	9042	9050	contraire	B-bn:00022257n	https://babelnet.org/synset?word=bn:00022257n&lang=FR&langTrans=EN	1			
,	,	PUNCT	9051	9051							
au	au	DET	9053	9054							
pacte	pacte	NOUN	9056	9060	pacte	B-bn:00000728n	https://babelnet.org/synset?word=bn:00000728n&lang=FR&langTrans=EN	1			
de	de	ADP	9062	9063							
1813	1813	NUM	9065	9068						1	1
Or	Or	CCONJ	9070	9071							
,	,	PUNCT	9072	9072							
comme	comme	SCONJ	9074	9078							
on	on	PRON	9080	9081							
reconnaît	reconnaître	VERB	9083	9091	reconnaît	B-bn:00082272v	https://babelnet.org/synset?word=bn:00082272v&lang=FR&langTrans=EN	1			
généralement	généralement	ADV	9093	9104	généralement	B-bn:00114778r	https://babelnet.org/synset?word=bn:00114778r&lang=FR&langTrans=EN	1			
que	que	SCONJ	9106	9108							
ce	ce	PRON	9110	9111							
n'	ne	ADV	9113	9114						1	
est	être	AUX	9115	9117	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
pas	pas	ADV	9119	9121						1	
le	le	DET	9123	9124							
cas	cas	NOUN	9126	9128	cas	B-bn:00016401n	https://babelnet.org/synset?word=bn:00016401n&lang=FR&langTrans=EN	1			
,	,	PUNCT	9129	9129							
on	on	PRON	9131	9132							
ne	ne	ADV	9134	9135						1	
peut	pouvoir	AUX	9137	9140	peut	B-bn:13601970v	https://babelnet.org/synset?word=bn:13601970v&lang=FR&langTrans=EN	1			
lui	luire	PRON	9142	9144							
refuser	refuser	VERB	9146	9152	refuser	B-bn:00086391v	https://babelnet.org/synset?word=bn:00086391v&lang=FR&langTrans=EN	1			
la	le	DET	9154	9155							
garantie	garantir	NOUN	9157	9164	garantie	B-bn:00042039n	https://babelnet.org/synset?word=bn:00042039n&lang=FR&langTrans=EN	1			
fédérale	fédéral	ADJ	9166	9173	fédérale	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
.	.	PUNCT	9174	9174							
Les	le	DET	9176	9178							
autres	autre	ADJ	9180	9185						1	
députa	députer	NOUN	9187	9192	députa	B-bn:00082558v	https://babelnet.org/synset?word=bn:00082558v&lang=FR&langTrans=EN		1	1	1
lions	lion	NOUN	9194	9198	lions	B-bn:00049156n	https://babelnet.org/synset?word=bn:00049156n&lang=FR&langTrans=EN		1	1	1
se	se	PRON	9200	9201							
prononcent	prononcer	VERB	9203	9212	prononcent	B-bn:00082800v	https://babelnet.org/synset?word=bn:00082800v&lang=FR&langTrans=EN	1			
à	à	ADP	9214	9214							
peu	peu	ADV	9216	9218	peu	B-bn:00114073r	https://babelnet.org/synset?word=bn:00114073r&lang=FR&langTrans=EN	1			
près	près	ADP	9220	9223	près	I-bn:00114073r	https://babelnet.org/synset?word=bn:00114073r&lang=FR&langTrans=EN	1			
.	.	PUNCT	9224	9224							
dans	dan	ADP	9226	9229							
ce	ce	DET	9231	9232							
sens	sens	NOUN	9234	9237	sens	B-bn:00070494n	https://babelnet.org/synset?word=bn:00070494n&lang=FR&langTrans=EN	1			
,	,	PUNCT	9238	9238							
et	et	CCONJ	9240	9241							
|	|	PUNCT	9243	9243							
out	out	ADV	9245	9247	out	B-bn:03025323n	https://babelnet.org/synset?word=bn:03025323n&lang=FR&langTrans=EN			1	
en	en	ADP	9249	9250							
exprimant	exprimer	VERB	9252	9260	exprimant	B-bn:00087894v	https://babelnet.org/synset?word=bn:00087894v&lang=FR&langTrans=EN	1			
leurs	leur	DET	9262	9266							
regrets	regret	NOUN	9268	9274	regrets	B-bn:00066917n	https://babelnet.org/synset?word=bn:00066917n&lang=FR&langTrans=EN	1			
de	de	ADP	9276	9277							
voir	voir	VERB	9279	9282	voir	B-bn:00093430v	https://babelnet.org/synset?word=bn:00093430v&lang=FR&langTrans=EN	1			
sanctionner	sanctionner	VERB	9284	9294	sanctionner	B-bn:00093253v	https://babelnet.org/synset?word=bn:00093253v&lang=FR&langTrans=EN	1			
au	au	NOUN	9296	9297							
19	19	NUM	9299	9300							
°	°	NOUN	9301	9301							
siècle	siècle	VERB	9303	9308	siècle	B-bn:00017234n	https://babelnet.org/synset?word=bn:00017234n&lang=FR&langTrans=EN	1			
l'	le	DET	9310	9311							
intolérance	intolérance	NOUN	9312	9322	intolérance	B-bn:03349575n	https://babelnet.org/synset?word=bn:03349575n&lang=FR&langTrans=EN	1			
religieuse	religieux	ADJ	9324	9333	religieuse	I-bn:03349575n	https://babelnet.org/synset?word=bn:03349575n&lang=FR&langTrans=EN	1			
,	,	PUNCT	9334	9334							
elles	lui	PRON	9336	9340							
ne	ne	ADV	9342	9343						1	
font	faire	VERB	9345	9348	font	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=EN	1			
cependant	cependant	ADV	9350	9358	cependant	B-bn:00115696r	https://babelnet.org/synset?word=bn:00115696r&lang=FR&langTrans=EN	1			
aucune	aucun	DET	9360	9365							
difficulté	difficulté	ADJ	9367	9376	difficulté	B-bn:00027041n	https://babelnet.org/synset?word=bn:00027041n&lang=FR&langTrans=EN	1			
d'	de	ADP	9378	9379							
accorder	accorder	VERB	9380	9387	accorder	B-bn:00083445v	https://babelnet.org/synset?word=bn:00083445v&lang=FR&langTrans=EN	1			
la	le	DET	9389	9390							
garantie	garantir	NOUN	9392	9399	garantie	B-bn:00042039n	https://babelnet.org/synset?word=bn:00042039n&lang=FR&langTrans=EN	1			
fédérale	fédéral	ADJ	9401	9408	fédérale	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
à	à	ADP	9410	9410							
la	le	DET	9412	9413							
consli-	consli-	PROPN	9415	9421						1	1
;	;	PUNCT	9423	9423							
tulion	tulion	NOUN	9425	9430						1	1
de	de	ADP	9432	9433							
Lueerne	Lueerne	PROPN	9435	9441						1	1
,	,	PUNCT	9442	9442							
attendu	attendre	VERB	9444	9450	attendu	B-bn:00089401v	https://babelnet.org/synset?word=bn:00089401v&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	9452	9454							
elle	lui	PRON	9455	9458							
ne	ne	ADV	9460	9461						1	
renferme	renfermer	VERB	9463	9470	renferme	B-bn:00085497v	https://babelnet.org/synset?word=bn:00085497v&lang=FR&langTrans=EN	1			
rien	rien	PRON	9472	9475							
de	de	ADP	9477	9478							
contraire	contraire	VERB	9480	9488	contraire	B-bn:00022257n	https://babelnet.org/synset?word=bn:00022257n&lang=FR&langTrans=EN	1			
au	au	DET	9490	9491							
pacte	pacte	NOUN	9493	9497	pacte	B-bn:00000728n	https://babelnet.org/synset?word=bn:00000728n&lang=FR&langTrans=EN	1			
actuel	actuel	ADJ	9499	9504	actuel	B-bn:00108977a	https://babelnet.org/synset?word=bn:00108977a&lang=FR&langTrans=EN	1			
.	.	PUNCT	9505	9505							
A	A	ADP	9507	9507							
la	le	DET	9509	9510							
fin	fin	NOUN	9512	9514	fin	B-bn:00030720n	https://babelnet.org/synset?word=bn:00030720n&lang=FR&langTrans=EN	1			
du	du	DET	9516	9517							
tour	tour	NOUN	9519	9522	tour	B-bn:00050151n	https://babelnet.org/synset?word=bn:00050151n&lang=FR&langTrans=EN		1	1	
de	de	ADP	9524	9525							
délibération	délibération	NOUN	9527	9538	délibération	B-bn:00026036n	https://babelnet.org/synset?word=bn:00026036n&lang=FR&langTrans=EN	1			
,	,	PUNCT	9539	9539							
il	il	PRON	9541	9542							
s'	si	PRON	9544	9545							
élève	élever	VERB	9546	9550	élève	B-bn:00003164n	https://babelnet.org/synset?word=bn:00003164n&lang=FR&langTrans=EN		1	1	
un	un	DET	9552	9553							
petit	petit	ADJ	9555	9559	petit	B-bn:00106062a	https://babelnet.org/synset?word=bn:00106062a&lang=FR&langTrans=EN	1			
incident	incident	NOUN	9561	9568	incident	B-bn:00046282n	https://babelnet.org/synset?word=bn:00046282n&lang=FR&langTrans=EN	1			
provoqué	provoquer	VERB	9570	9577	provoqué	B-bn:00082408v	https://babelnet.org/synset?word=bn:00082408v&lang=FR&langTrans=EN		1	1	
par	par	ADP	9579	9581							
Zurich	Zurich	PROPN	9583	9588						1	
,	,	PUNCT	9589	9589							
qui	qui	PRON	9591	9593							
a	avoir	AUX	9595	9595						1	
qualifié	qualifier	VERB	9597	9604	qualifié	B-bn:00109317a	https://babelnet.org/synset?word=bn:00109317a&lang=FR&langTrans=EN	1			
d'	de	ADP	9606	9607							
inconséquence	inconséquence	NOUN	9608	9620						1	
les	le	DET	9622	9624							
cantons	canton	NOUN	9626	9632	cantons	B-bn:00077775n	https://babelnet.org/synset?word=bn:00077775n&lang=FR&langTrans=EN		1	1	
qui	qui	PRON	9634	9636							
ont	avoir	AUX	9638	9640	ont	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
refusé	refuser	VERB	9642	9647	refusé	B-bn:00086391v	https://babelnet.org/synset?word=bn:00086391v&lang=FR&langTrans=EN	1			
la	le	DET	9649	9650							
garantie	garantir	NOUN	9652	9659	garantie	B-bn:00042039n	https://babelnet.org/synset?word=bn:00042039n&lang=FR&langTrans=EN	1			
fédérale	fédéral	ADJ	9661	9668	fédérale	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
à	à	ADP	9670	9670							
la	le	DET	9672	9673							
constitution	constitution	NOUN	9675	9686						1	
du	du	DET	9688	9689							
Valais	Valais	PROPN	9691	9696	Valais	B-bn:01258532n	https://babelnet.org/synset?word=bn:01258532n&lang=FR&langTrans=EN	1			
et	et	CCONJ	9698	9699							
qui	qui	PRON	9701	9703							
l'	le	PRON	9705	9706							
accordent	accorder	NOUN	9707	9715	accordent	B-bn:00083445v	https://babelnet.org/synset?word=bn:00083445v&lang=FR&langTrans=EN	1			
maintenant	maintenant	ADV	9717	9726	maintenant	B-bn:00114424r	https://babelnet.org/synset?word=bn:00114424r&lang=FR&langTrans=EN	1			
à	à	ADP	9728	9728							
celle	celui	PRON	9730	9734							
de	de	ADP	9736	9737							
Lucerne	Lucerne	PROPN	9739	9745	Lucerne	B-bn:00002642n	https://babelnet.org/synset?word=bn:00002642n&lang=FR&langTrans=EN		1	1	
.	.	PUNCT	9746	9746							
Argovie	argovie	NOUN	9748	9754	Argovie	B-bn:01811735n	https://babelnet.org/synset?word=bn:01811735n&lang=FR&langTrans=EN	1			
et	et	CCONJ	9756	9757							
Vaud	Vaud	PROPN	9759	9762	Vaud	B-bn:02251749n	https://babelnet.org/synset?word=bn:02251749n&lang=FR&langTrans=EN	1			
font	faire	VERB	9764	9767	font	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=EN	1			
observer	observer	VERB	9769	9776	observer	B-bn:00091119v	https://babelnet.org/synset?word=bn:00091119v&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	9778	9780							
il	il	PRON	9781	9782							
y	yu	PRON	9784	9784							
a	avoir	VERB	9786	9786						1	
une	un	DET	9788	9790							
grande	grand	ADJ	9792	9797	grande	B-bn:00111630a	https://babelnet.org/synset?word=bn:00111630a&lang=FR&langTrans=EN	1			
différence	différence	NOUN	9799	9808	différence	B-bn:00027022n	https://babelnet.org/synset?word=bn:00027022n&lang=FR&langTrans=EN	1			
entre	entrer	ADP	9810	9814							
ces	ce	DET	9816	9818							
deux	deux	NUM	9820	9823							
constitutions	constitution	NOUN	9825	9837						1	
.	.	PUNCT	9838	9838							
Celle	celui	PRON	9840	9844	Celle	B-bn:00716831n	https://babelnet.org/synset?word=bn:00716831n&lang=FR&langTrans=EN		1		
du	du	DET	9846	9847							
Valais	Valais	PROPN	9849	9854	Valais	B-bn:01258532n	https://babelnet.org/synset?word=bn:01258532n&lang=FR&langTrans=EN	1			
ihtérdiT	ihtérdit	NOUN	9856	9863						1	1
sait	savoir	VERB	9865	9868	sait	B-bn:00090142v	https://babelnet.org/synset?word=bn:00090142v&lang=FR&langTrans=EN	1			
le	le	DET	9870	9871							
culte	culte	NOUN	9873	9877	culte	B-bn:13683754a	https://babelnet.org/synset?word=bn:13683754a&lang=FR&langTrans=EN	1			
même	même	ADV	9879	9882						1	
domestique	domestique	ADJ	9884	9893	domestique	B-bn:00028150n	https://babelnet.org/synset?word=bn:00028150n&lang=FR&langTrans=EN		1	1	
de	de	ADP	9895	9896							
la	le	DET	9898	9899							
confession	confession	NOUN	9901	9910	confession	B-bn:00071344n	https://babelnet.org/synset?word=bn:00071344n&lang=FR&langTrans=EN		1	1	
réformée	réformé	ADJ	9912	9919						1	
,	,	PUNCT	9920	9920							
tandis	tandis	ADV	9922	9927						1	
