token	lemma	pos	onset	offset	entity	babelfy_id	link_to_synset	TP	FP	FN	OCR	FN and OCR
1910	1910	NUM	22	25								0
jemand	jemand	PRON	27	32						1		0
vom	vom	ADP	34	36								0
Strümplewirken	Strümplewirken	NOUN	0	13						1	1	1
sprach	sprechen	VERB	15	20	sprach	B-bn:00090943v	https://babelnet.org/synset?word=bn:00090943v&lang=DE&langTrans=DE	1				0
antwortete	antworten	VERB	22	31	antwortete	B-bn:00082646v	https://babelnet.org/synset?word=bn:00082646v&lang=DE&langTrans=DE	1				0
von	von	ADP	33	35						1		0
Goumoéns	Goumoéns	PROPN	37	44						1	1	1
„	„	PUNCT	0	0								0
Sagen	Sage	VERB	1	5	Sagen	B-bn:00069438n	https://babelnet.org/synset?word=bn:00069438n&lang=DE&langTrans=DE		1	1		0
Sie	ich	PRON	7	9								0
lieber	lieb	ADV	11	16	lieber	B-bn:13763376r	https://babelnet.org/synset?word=bn:13763376r&lang=DE&langTrans=DE		1	1		0
gleich	gleichen	ADV	18	23	gleich	B-bn:00114424r	https://babelnet.org/synset?word=bn:00114424r&lang=DE&langTrans=DE		1	1		0
Regenschirme	Regenschirme	NOUN	25	36	Regenschirme	B-bn:00078920n	https://babelnet.org/synset?word=bn:00078920n&lang=DE&langTrans=DE	1				0
Heute	Heute	ADV	38	42	Heute	B-bn:00058218n	https://babelnet.org/synset?word=bn:00058218n&lang=DE&langTrans=DE	1				0
haben	haben	AUX	0	4	haben	B-bn:00085002v	https://babelnet.org/synset?word=bn:00085002v&lang=DE&langTrans=DE					0
wir	ich	PRON	6	8								0
beides	beide	PRON	10	15								0
Zuletzt	Zuletzt	ADV	17	23						1		0
kam	kommen	VERB	25	27	kam	B-bn:00082788v	https://babelnet.org/synset?word=bn:00082788v&lang=DE&langTrans=DE		1	1		0
die	der	DET	29	31								0
Kettenwirkemaschine	Kettenwirkemaschine	NOUN	33	51						1	1	1
Die	der	DET	53	55								0
Sorgfalt	Sorgfalt	NOUN	57	64	Sorgfalt	B-bn:00029048n	https://babelnet.org/synset?word=bn:00029048n&lang=DE&langTrans=DE		1	1		0
muß	muß	VERB	66	68								0
nicht	nicht	PART	70	74								0
nur	nur	ADV	76	78								0
eine	einen	DET	80	83								0
allgemeine	allgemein	ADJ	85	94	allgemeine	B-bn:00103518a	https://babelnet.org/synset?word=bn:00103518a&lang=DE&langTrans=DE	1				0
sondern	sondern	CONJ	96	102								0
auch	auch	ADV	104	107								0
dem	der	DET	109	111								0
besondern	besondern	ADJ	113	121						1		0
Stoff	Stoff	NOUN	123	127	Stoff	B-bn:00053801n	https://babelnet.org/synset?word=bn:00053801n&lang=DE&langTrans=DE		1	1		0
angepaßt	anpassen	VERB	129	136						1		0
sein	mein	DET	0	3								0
Azetatscide	Azetatscide	NOUN	5	15						1	1	1
darf	dürfen	VERB	17	20	darf	B-bn:13644876v	https://babelnet.org/synset?word=bn:13644876v&lang=DE&langTrans=DE					0
nicht	nicht	PART	22	26								0
mit	mit	ADP	28	30								0
heißen	heiß	ADJ	32	37	heißen	B-bn:13626957v	https://babelnet.org/synset?word=bn:13626957v&lang=DE&langTrans=DE		1	1		0
Eisen	Eisen	NOUN	39	43	Eisen	B-bn:00006856n	https://babelnet.org/synset?word=bn:00006856n&lang=DE&langTrans=DE	1				0
in	in	PART	45	46								0
Berührung	Berührung	NOUN	0	8	Berührung	B-bn:00077726n	https://babelnet.org/synset?word=bn:00077726n&lang=DE&langTrans=DE	1				0
kommen	kommen	VERB	10	15	kommen	B-bn:00082788v	https://babelnet.org/synset?word=bn:00082788v&lang=DE&langTrans=DE	1				0
und	und	CONJ	17	19								0
seine	mein	DET	21	25								0
Seidenwäsche	Seidenwäsche	NOUN	27	38						1		0
soll	soll	VERB	40	43	soll	B-bn:13655464v	https://babelnet.org/synset?word=bn:13655464v&lang=DE&langTrans=DE	1				0
nicht	nicht	PART	0	4								0
am	am	ADP	6	7								0
Seil	seilen	NOUN	9	12	Seil	B-bn:00068266n	https://babelnet.org/synset?word=bn:00068266n&lang=DE&langTrans=DE	1				0
angeklammert	anklammern	VERB	14	25						1		0
werden	werden	AUX	27	32								0
Bei	Bei	ADP	34	36								0
den	der	DET	38	40								0
Gestehungskosten	Gestehungskosten	NOUN	42	57	Gestehungskosten	B-bn:02009187n	https://babelnet.org/synset?word=bn:02009187n&lang=DE&langTrans=DE	1				0
sind	sein	AUX	59	62								0
es	ich	PRON	64	65								0
viel	viel	ADV	67	70								0
weniger	wenig	ADV	72	78	weniger	B-bn:00106059a	https://babelnet.org/synset?word=bn:00106059a&lang=DE&langTrans=DE	1				0
die	der	DET	80	82								0
Löhne	Löhne	NOUN	84	88	Löhne	B-bn:00029416n	https://babelnet.org/synset?word=bn:00029416n&lang=DE&langTrans=DE	1				0
die	der	DET	90	92								0
drücken	drücken	VERB	0	6	drücken	B-bn:00091986v	https://babelnet.org/synset?word=bn:00091986v&lang=DE&langTrans=DE	1				0
—	--	PUNCT	8	8								
sie	ich	PRON	10	12								0
wurden	werden	AUX	14	19								0
durch	durch	ADP	21	25								0
die	der	DET	27	29								0
Rationalisierung	Rationalisierung	NOUN	31	46	Rationalisierung	B-bn:00066255n	https://babelnet.org/synset?word=bn:00066255n&lang=DE&langTrans=DE		1	1		0
kompensiert	kompensieren	VERB	0	10						1		0
—	--	PUNCT	12	12								
sondern	sondern	CONJ	14	20								0
der	der	DET	22	24								0
Eleinkeram	Eleinkeram	NOUN	26	35						1	1	1
der	der	DET	37	39								0
zu	zu	PART	41	42								0
einem	einer	DET	0	4								0
Vielerlei	viel	NOUN	6	14						1		0
zwingt	zwingen	VERB	16	21	zwingt	B-bn:00085252v	https://babelnet.org/synset?word=bn:00085252v&lang=DE&langTrans=DE	1				0
bei	bei	ADP	23	25								0
dem	der	PRON	27	29								0
weder	weder	CONJ	31	35								0
Personal	Personal	NOUN	37	44	Personal	B-bn:04085145n	https://babelnet.org/synset?word=bn:04085145n&lang=DE&langTrans=DE	1				0
noch	noch	ADV	0	3								0
Apparate	Apparat	NOUN	5	12						1		0
rationel	rationel	ADJ	14	21						1	1	1
eingesetrt	eingesetrt	ADJ	23	32						1	1	1
und	und	CONJ	34	36								0
ausgenützt	ausgenützt	VERB	38	47						1		0
werden	werden	AUX	0	5								0
können	können	VERB	7	12								0
Die	der	DET	14	16								0
Rohstoslpreise	Rohstoslpreise	NOUN	18	31						1	1	1
sind	sein	AUX	33	36								0
nicht	nicht	PART	38	42								0
schlecht	schlecht	ADJ	0	7	schlecht	B-bn:00097966a	https://babelnet.org/synset?word=bn:00097966a&lang=DE&langTrans=DE	1				0
Dollschutz	Dollschutz	NOUN	9	18						1	1	1
genießt	genießen	VERB	20	26	genießt	B-bn:00083145v	https://babelnet.org/synset?word=bn:00083145v&lang=DE&langTrans=DE	1				0
die	der	DET	28	30								0
Schweizer	Schweizer	ADJ	32	40	Schweizer	B-bn:00075601n	https://babelnet.org/synset?word=bn:00075601n&lang=DE&langTrans=DE		1	1		0
Kunstseide	Kunstseide	NOUN	42	51	Kunstseide	B-bn:00066318n	https://babelnet.org/synset?word=bn:00066318n&lang=DE&langTrans=DE	1				0
keinen	kein	DET	53	58								0
dafür	dafür	ADV	60	64								0
hat	haben	AUX	66	68								0
in	in	ADP	70	71								0
Einzelverträgen	Einzelverträgen	NOUN	73	87						1		0
unser	sich	DET	89	93								0
Vertragspartner	Vertragspartner	NOUN	0	14	Vertragspartner	B-bn:00022227n	https://babelnet.org/synset?word=bn:00022227n&lang=DE&langTrans=DE	1				0
das	der	DET	16	18								0
einseitige	einseitig	ADJ	20	29	einseitige	B-bn:00107862a	https://babelnet.org/synset?word=bn:00107862a&lang=DE&langTrans=DE	1				0
Recht	Recht	NOUN	31	35	Recht	B-bn:00067807n	https://babelnet.org/synset?word=bn:00067807n&lang=DE&langTrans=DE	1				0
so	so	ADV	37	38								0
viel	viel	DET	40	43								0
Soll	sollen	VERB	45	48						1	1	1
zu	zu	PART	0	1								0
verlangen	verlangen	VERB	3	11	verlangen	B-bn:00086546v	https://babelnet.org/synset?word=bn:00086546v&lang=DE&langTrans=DE	1				0
wie	wie	CONJ	13	15								0
er	ich	PRON	17	18								0
will	wollen	VERB	20	23						1		0
Bei	Bei	ADP	25	27								0
der	der	DET	29	31								0
Kunstseidenkontingentierung	Kunstseidenkontingentierung	NOUN	33	59						1		0
ist	sein	AUX	61	63								0
es	ich	PRON	65	66								0
so	so	ADV	68	69								0
daß	daß	SCONJ	71	73								0
auch	auch	ADV	75	78								0
die	der	DET	80	82								0
Veredelungsfabrikate	Veredelungsfabrikate	NOUN	0	19						1		0
die	der	DET	21	23								0
ins	ins	ADP	25	27								0
Ausland	Ausland	NOUN	29	35	Ausland	B-bn:00035825n	https://babelnet.org/synset?word=bn:00035825n&lang=DE&langTrans=DE	1				0
gchen	gchen	VERB	37	41						1	1	1
mitverrechnet	mitverrechnet	VERB	43	55						1		0
werden	werden	AUX	57	62								0
weil	weil	SCONJ	64	67								0
das	der	PRON	69	71								0
einsacher	einsacher	ADJ	73	81						1	1	1
sei	sein	AUX	83	85								0
Wenn	wenn	SCONJ	0	3								0
man	man	PRON	5	7								0
nur	nur	ADV	9	11								0
die	der	DET	13	15								0
eigentlichen	eigentlich	ADJ	17	28	eigentlichen	B-bn:00113632a	https://babelnet.org/synset?word=bn:00113632a&lang=DE&langTrans=DE	1				0
Herstellungskosten	Herstellungskosten	NOUN	30	47	Herstellungskosten	B-bn:00064596n	https://babelnet.org/synset?word=bn:00064596n&lang=DE&langTrans=DE	1				0
ohne	ohne	ADP	49	52								0
Heizung	Heizung	NOUN	54	60	Heizung	B-bn:16910633n	https://babelnet.org/synset?word=bn:16910633n&lang=DE&langTrans=DE		1	1		0
und	und	CONJ	62	64								0
Aehnliches	Aehnliches	NOUN	66	75						1		0
rechnet	rechnen	VERB	77	83						1		0
macht	machen	VERB	0	4								0
der	der	DET	6	8								0
Betrag	betragen	NOUN	10	15	Betrag	B-bn:00003601n	https://babelnet.org/synset?word=bn:00003601n&lang=DE&langTrans=DE	1				0
der	der	DET	17	19								0
bei	bei	ADP	21	23								0
der	der	DET	25	27								0
Kunstseidenproduktion	Kunstseidenproduktion	NOUN	29	49						1		0
für	für	ADP	51	53								0
Rohstoffe	Rohstoff	NOUN	55	63	Rohstoffe	B-bn:00066295n	https://babelnet.org/synset?word=bn:00066295n&lang=DE&langTrans=DE	1				0
ins	ins	ADP	65	67								0
Ausland	Ausland	NOUN	69	75	Ausland	B-bn:00035825n	https://babelnet.org/synset?word=bn:00035825n&lang=DE&langTrans=DE	1				0
geht	gehen	VERB	77	80	geht	B-bn:00088912v	https://babelnet.org/synset?word=bn:00088912v&lang=DE&langTrans=DE	1				0
35	35	NUM	82	83								0
bis	bis	CONJ	85	87								0
25	25	NUM	89	90								0
Prozent	Prozent	NOUN	92	98	Prozent	B-bn:00061135n	https://babelnet.org/synset?word=bn:00061135n&lang=DE&langTrans=DE	1				0
aus	aus	ADP	100	102								0
er	ich	PRON	104	105								0
könnte	können	VERB	107	112								0
u	u	X	114	114								0
U	U	X	116	116								0
auf	auf	ADP	118	120								0
20	20	NUM	122	123								0
Prozent	Prozent	NOUN	125	131	Prozent	B-bn:00061135n	https://babelnet.org/synset?word=bn:00061135n&lang=DE&langTrans=DE	1				0
herabgedrückt	herabgedrückt	VERB	133	145						1		0
verden	verden	VERB	147	152	verden	B-bn:01043592n	https://babelnet.org/synset?word=bn:01043592n&lang=DE&langTrans=DE		1		1	0
Bei	Bei	ADP	154	156								0
der	der	DET	158	160								0
Baumwolle	Baumwolle	NOUN	162	170	Baumwolle	B-bn:00023072n	https://babelnet.org/synset?word=bn:00023072n&lang=DE&langTrans=DE	1				0
fließen	fließen	VERB	172	178	fließen	B-bn:00088349v	https://babelnet.org/synset?word=bn:00088349v&lang=DE&langTrans=DE	1				0
40	40	NUM	180	181								0
bis	bis	CONJ	183	185								0
50	50	NUM	0	1								0
Prozent	Prozent	NOUN	3	9	Prozent	B-bn:00061135n	https://babelnet.org/synset?word=bn:00061135n&lang=DE&langTrans=DE	1				0
und	und	CONJ	11	13								0
bei	bei	ADP	15	17								0
der	der	DET	19	21								0
Wolle	wollen	NOUN	23	27	Wolle	B-bn:00081531n	https://babelnet.org/synset?word=bn:00081531n&lang=DE&langTrans=DE	1				0
50	50	NUM	29	30								0
bis	bis	CONJ	32	34								0
60	60	NUM	36	37								0
Prozent	Prozent	NOUN	39	45	Prozent	B-bn:00061135n	https://babelnet.org/synset?word=bn:00061135n&lang=DE&langTrans=DE	1				0
ins	ins	ADP	0	2								0
Ausland	Ausland	NOUN	4	10	Ausland	B-bn:00035825n	https://babelnet.org/synset?word=bn:00035825n&lang=DE&langTrans=DE	1				0
1923	1923	NUM	12	15								0
hat	haben	AUX	17	19								0
die	der	DET	21	23								0
Emmenbrücke	Emmenbrücke	NOUN	25	35						1		0
in	in	ADP	37	38								0
WidnauHeerbrugg	WidnauHeerbrugg	PROPN	40	54						1	1	1
im	im	ADP	56	57								0
Rheintal	Rheintal	PROPN	59	66						1		0
eine	einen	DET	68	71								0
Zweigsabrik	Zweigsabrik	NOUN	73	83						1	1	1
eröffnet	eröffnen	VERB	0	7	eröffnet	B-bn:00091166v	https://babelnet.org/synset?word=bn:00091166v&lang=DE&langTrans=DE	1				0
Inzwischen	Inzwischen	ADV	9	18	Inzwischen	B-bn:00047097n	https://babelnet.org/synset?word=bn:00047097n&lang=DE&langTrans=DE		1	1		0
hatte	haben	AUX	20	24								0
sich	sich	PRON	26	29								0
auch	auch	ADV	31	34								0
die	der	DET	36	38								0
Feldmühle	Feldmühle	NOUN	40	48	Feldmühle	B-bn:05481929n	https://babelnet.org/synset?word=bn:05481929n&lang=DE&langTrans=DE		1	1		0
Norschach	Norschach	PROPN	50	58						1		0
auf	auf	ADP	60	62								0
Kunstseide	Kunstseide	NOUN	64	73	Kunstseide	B-bn:00066318n	https://babelnet.org/synset?word=bn:00066318n&lang=DE&langTrans=DE	1				0
umgestellt	umstellen	VERB	75	84								0
Weitere	Weitere	ADJ	0	6								0
Fabriken	Fabrik	NOUN	8	15	Fabriken	B-bn:00032675n	https://babelnet.org/synset?word=bn:00032675n&lang=DE&langTrans=DE	1				0
befinden	befinden	VERB	17	24						1		0
sich	sich	PRON	26	29								0
in	in	ADP	31	32								0
Arbon	Arbon	NOUN	34	38						1		0
„	„	PUNCT	40	40								0
Nova	Nova	PROPN	41	44	Nova	B-bn:00058195n	https://babelnet.org/synset?word=bn:00058195n&lang=DE&langTrans=DE		1	1		0
SetaKupfer	SetaKupfer	NOUN	0	9						1	1	1
und	und	CONJ	11	13								0
Acetat	Acetat	NOUN	15	20	Acetat	B-bn:00000836n	https://babelnet.org/synset?word=bn:00000836n&lang=DE&langTrans=DE	1				0
in	in	ADP	22	23								0
Rheinfelden	Rheinfelden	NOUN	25	35	Rheinfelden	B-bn:00895669n	https://babelnet.org/synset?word=bn:00895669n&lang=DE&langTrans=DE	1				0
Viscose	Viscose	NOUN	0	6	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE	1				0
in	in	ADP	8	9								0
Steckborn	Steckborn	PROPN	11	19						1		0
Viscose	Viscose	PROPN	21	27	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE	1				0
und	und	CONJ	29	31								0
seit	seit	ADP	33	36								0
1929	1929	NUM	38	41								0
in	in	ADP	0	1								0
Basel	Basel	PROPN	3	7						1		0
Azetat	Azetat	NOUN	9	14	Azetat	B-bn:00000836n	https://babelnet.org/synset?word=bn:00000836n&lang=DE&langTrans=DE	1				0
Das	der	DET	16	18								0
ahr	ahr	ADP	20	22						1	1	1
1932	1932	NUM	24	27								0
brachte	bringen	VERB	29	35	brachte	B-bn:00084058v	https://babelnet.org/synset?word=bn:00084058v&lang=DE&langTrans=DE		1	1		0
einen	ein	PRON	37	41								0
argen	arg	ADJ	0	4						1		0
Rückschlag	Rückschlag	NOUN	6	15	Rückschlag	B-bn:00010894n	https://babelnet.org/synset?word=bn:00010894n&lang=DE&langTrans=DE	1				0
1937	1937	NUM	17	20								0
war	sein	AUX	22	24								0
infolge	infolge	ADP	26	32								0
der	der	DET	34	36								0
Abwertung	Abwertung	NOUN	38	46	Abwertung	B-bn:00026686n	https://babelnet.org/synset?word=bn:00026686n&lang=DE&langTrans=DE	1				0
ein	einen	DET	0	2								0
Rekordjahr	Rekordjahr	NOUN	4	13						1		0
1938	1938	NUM	15	18								0
wird	werden	AUX	20	23								0
wohl	wohl	ADV	25	28	wohl	B-bn:00116211r	https://babelnet.org/synset?word=bn:00116211r&lang=DE&langTrans=DE	1				0
Einbußen	Einbuße	NOUN	30	37						1		0
verzeichnen	verzeichnen	VERB	39	49						1		0
In	In	ADP	51	52								0
der	der	DET	54	56								0
Schweiz	Schweiz	PROPN	58	64						1		0
wurden	werden	AUX	66	71								0
1936	1936	NUM	73	76								0
an	an	ADP	78	79								0
Viscose	Viscose	NOUN	81	87	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE	1				0
1651000	1651000	NUM	0	6								0
lg	lg	X	8	9						1	1	1
1937	1937	NUM	11	14								0
1806	1806	NUM	16	19	1806	B-bn:00049021n	https://babelnet.org/synset?word=bn:00049021n&lang=DE&langTrans=DE					0
0	0	NUM	21	23								0
kg	kg	X	25	26						1		0
Aretat	Aretat	NOUN	28	33						1	1	1
und	und	CONJ	35	37								0
Kupferseide	Kupferseide	PROPN	0	10	Kupferseide	B-bn:02752962n	https://babelnet.org/synset?word=bn:02752962n&lang=DE&langTrans=DE	1				0
1936	1936	NUM	12	15								0
299	299	NUM	17	19								0
0	0	NUM	21	23								0
lg	lg	X	25	26						1	1	1
und	und	CONJ	28	30								0
1937	1937	NUM	32	35								0
415	415	NUM	37	39								0
0	0	NUM	41	43								0
lg	lg	X	45	46						1	1	1
verbraucht	verbrauchen	VERB	0	9	verbraucht	B-bn:00087859v	https://babelnet.org/synset?word=bn:00087859v&lang=DE&langTrans=DE	1				0
Der	der	DET	11	13								0
Totalkconsum	Totalkconsum	NOUN	15	26						1	1	1
macht	machen	VERB	28	32						1		0
für	für	ADP	34	36								0
1936	1936	NUM	38	41								0
3	3	NUM	0	0								0
62	62	NUM	2	4								0
0	0	NUM	6	8								0
lg	lg	X	10	11						1	1	1
und	und	CONJ	13	15								0
für	für	ADP	17	19								0
1937	1937	NUM	21	24								0
3	3	NUM	26	26								0
526	526	NUM	28	30								0
0	0	NUM	32	34								0
lg	lg	X	36	37						1	1	1
aus	aus	PART	39	41								0
Den	der	DET	0	2								0
Siegeszug	Siegeszug	NOUN	4	12						1		0
der	der	DET	14	16								0
Kunstseide	Kunstseide	NOUN	18	27	Kunstseide	B-bn:00066318n	https://babelnet.org/synset?word=bn:00066318n&lang=DE&langTrans=DE	1				0
darf	dürfen	VERB	29	32	darf	B-bn:13644876v	https://babelnet.org/synset?word=bn:13644876v&lang=DE&langTrans=DE	1				0
man	man	PRON	34	36								0
wesentlich	wesentlich	ADJ	38	47	wesentlich	B-bn:00111396a	https://babelnet.org/synset?word=bn:00111396a&lang=DE&langTrans=DE	1				0
dem	der	DET	49	51								0
Umstande	Umstand	NOUN	53	60						1		0
zuschreiben	zuschreiben	VERB	62	72						1		0
daß	daß	SCONJ	74	76								0
sie	ich	PRON	78	80								0
breitesten	breit	VERB	82	91	breitesten	B-bn:00098887a	https://babelnet.org/synset?word=bn:00098887a&lang=DE&langTrans=DE	1				0
Kreisen	Kreis	NOUN	0	6	Kreisen	B-bn:00019169n	https://babelnet.org/synset?word=bn:00019169n&lang=DE&langTrans=DE		1	1		0
die	der	DET	8	10								0
Möglichkeit	Möglichkeit	NOUN	12	22	Möglichkeit	B-bn:00045632n	https://babelnet.org/synset?word=bn:00045632n&lang=DE&langTrans=DE		1	1		0
gibt	geben	VERB	24	27	gibt	B-bn:00088815v	https://babelnet.org/synset?word=bn:00088815v&lang=DE&langTrans=DE	1				0
sich	sich	PRON	29	32								0
geschmackvoll	geschmackvoll	VERB	34	46						1		0
und	und	CONJ	0	2								0
lestlich	lestlich	ADJ	4	11						1	1	1
zu	zu	PART	13	14								0
kleiden	kleiden	VERB	16	22	kleiden	B-bn:00087291v	https://babelnet.org/synset?word=bn:00087291v&lang=DE&langTrans=DE	1				0
und	und	CONJ	24	26								0
„	„	PUNCT	28	28								0
unterzukleiden	unterzukleiden	VERB	29	42						1		0
scidene	scidene	ADJ	0	6						1	1	1
Kleider	Kleid	NOUN	8	14	Kleider	B-bn:00028682n	https://babelnet.org/synset?word=bn:00028682n&lang=DE&langTrans=DE		1	1		0
und	und	CONJ	16	18								0
Wäsche	Wäsche	NOUN	20	25	Wäsche	B-bn:00050216n	https://babelnet.org/synset?word=bn:00050216n&lang=DE&langTrans=DE	1				0
sind	sein	AUX	27	30								0
nicht	nicht	PART	32	36								0
mehr	mehr	ADV	38	41	mehr	B-bn:00116285r	https://babelnet.org/synset?word=bn:00116285r&lang=DE&langTrans=DE		1			0
das	der	PRON	43	45								0
Monopol	Monopol	VERB	0	6	Monopol	B-bn:00055743n	https://babelnet.org/synset?word=bn:00055743n&lang=DE&langTrans=DE	1				0
einer	einer	DET	8	12								0
dünnen	dünn	ADJ	14	19	dünnen	B-bn:00111843a	https://babelnet.org/synset?word=bn:00111843a&lang=DE&langTrans=DE	1				0
Oberschicht	Oberschicht	NOUN	21	31	Oberschicht	B-bn:00030376n	https://babelnet.org/synset?word=bn:00030376n&lang=DE&langTrans=DE	1				0
Oberst	Oberst	PROPN	33	38	Oberst	B-bn:00020706n	https://babelnet.org/synset?word=bn:00020706n&lang=DE&langTrans=DE		1	1		0
Stehli	Stehli	PROPN	40	45						1		0
schloß	schließen	VERB	0	5								0
sein	mein	DET	7	10								0
wehmütiges	wehmütig	ADJ	12	21						1		0
aber	aber	ADV	23	26								0
nicht	nicht	PART	28	32								0
übelwollendes	übelwollendes	ADJ	34	46						1		0
Diskussionsvotum	Diskussionsvotum	NOUN	0	15						1		0
zum	zum	ADP	17	19								0
Erfolg	erfolgen	NOUN	21	26	Erfolg	B-bn:00075023n	https://babelnet.org/synset?word=bn:00075023n&lang=DE&langTrans=DE	1				0
der	der	DET	28	30								0
Kunstseide	Kunstseide	NOUN	32	41	Kunstseide	B-bn:00066318n	https://babelnet.org/synset?word=bn:00066318n&lang=DE&langTrans=DE	1				0
mit	mit	PART	43	45								0
dem	der	DET	0	2								0
Stoßseufzer	Stoßseufzer	NOUN	4	14	Stoßseufzer	B-bn:08459551n	https://babelnet.org/synset?word=bn:08459551n&lang=DE&langTrans=DE		1	1		0
es	ich	PRON	16	17								0
könne	können	VERB	19	23								0
„	„	PUNCT	25	25								0
einem	einer	DET	26	30								0
alten	alt	ADJ	32	36	alten	B-bn:00107787a	https://babelnet.org/synset?word=bn:00107787a&lang=DE&langTrans=DE	1				0
Seidenfabrikanten	Seidenfabrikanten	NOUN	38	54						1		0
in	in	ADP	56	57								0
der	der	DET	59	61								0
Seele	Seele	NOUN	63	67	Seele	B-bn:00072886n	https://babelnet.org/synset?word=bn:00072886n&lang=DE&langTrans=DE	1				0
weh	weh	ADV	69	71						1		0
tun	tun	VERB	73	75	tun	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=DE&langTrans=DE		1	1		0
wenn	wenn	SCONJ	77	80								0
er	ich	PRON	82	83								0
sehe	sehen	VERB	85	88	sehe	B-bn:00093430v	https://babelnet.org/synset?word=bn:00093430v&lang=DE&langTrans=DE	1				0
was	was	PRON	0	2								0
für	für	ADP	4	6								0
schöne	schöne	ADJ	8	13	schöne	B-bn:00098286a	https://babelnet.org/synset?word=bn:00098286a&lang=DE&langTrans=DE	1				0
Sachen	Sache	NOUN	15	20	Sachen	B-bn:00076924n	https://babelnet.org/synset?word=bn:00076924n&lang=DE&langTrans=DE	1				0
die	der	DET	22	24								0
Kunstseidenindustrie	Kunstseidenindustrie	NOUN	26	45						1		0
fertig	fertigen	ADJ	47	52						1		0
bringe	bringen	VERB	54	59	bringe	B-bn:00084058v	https://babelnet.org/synset?word=bn:00084058v&lang=DE&langTrans=DE		1	1		0
Immerhin	Immerhin	ADV	61	68								0
komme	kommen	VERB	70	74	komme	B-bn:00082788v	https://babelnet.org/synset?word=bn:00082788v&lang=DE&langTrans=DE	1				0
beim	beim	ADP	76	79								0
Färben	Färben	NOUN	81	86	Färben	B-bn:00029282n	https://babelnet.org/synset?word=bn:00029282n&lang=DE&langTrans=DE	1				0
noch	noch	ADV	88	91								0
allerhand	allerhand	PRON	0	8								0
an	an	ADP	10	11								0
den	der	DET	13	15								0
Tag	tagen	NOUN	17	19	Tag	B-bn:00000086n	https://babelnet.org/synset?word=bn:00000086n&lang=DE&langTrans=DE		1	1		0
Dr	Dr	PROPN	21	22	Dr	B-bn:00027995n	https://babelnet.org/synset?word=bn:00027995n&lang=DE&langTrans=DE		1	1		0
Dürsteler	Dürsteler	PROPN	24	32						1		0
entkräftete	entkräften	VERB	34	44	entkräftete	B-bn:00092473v	https://babelnet.org/synset?word=bn:00092473v&lang=DE&langTrans=DE	1				0
diesen	dies	DET	46	51								0
Trost	Trost	NOUN	53	57	Trost	B-bn:00020542n	https://babelnet.org/synset?word=bn:00020542n&lang=DE&langTrans=DE	1				0
indem	indem	SCONJ	59	63								0
er	ich	PRON	65	66								0
in	in	ADP	68	69								0
seinem	mein	DET	71	76								0
Schlußwort	Schlußwort	NOUN	78	87						1		0
beifügte	beifügen	VERB	0	7						1		0
auch	auch	ADV	9	12								0
dem	der	DET	14	16								0
Seidenfärber	Seidenfärber	NOUN	18	29						1		0
könne	können	VERB	31	35								0
es	ich	PRON	37	38								0
in	in	ADP	40	41								0
der	der	DET	43	45								0
Seele	Seele	NOUN	0	4	Seele	B-bn:00065006n	https://babelnet.org/synset?word=bn:00065006n&lang=DE&langTrans=DE	1				0
weh	weh	ADV	6	8						1		0
tun	tun	VERB	10	12	tun	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=DE&langTrans=DE		1	1		0
wenn	wenn	SCONJ	14	17								0
er	ich	PRON	19	20								0
sche	sche	ADJ	22	25						1	1	1
welche	welch	DET	27	32								0
Fortschritte	Fortschritt	NOUN	34	45	Fortschritte	B-bn:00001548n	https://babelnet.org/synset?word=bn:00001548n&lang=DE&langTrans=DE	1				0
sogar	sogar	ADV	0	4								0
im	im	ADP	6	7								0
Färben	Färben	NOUN	9	14	Färben	B-bn:00029282n	https://babelnet.org/synset?word=bn:00029282n&lang=DE&langTrans=DE	1				0
der	der	DET	16	18								0
Kunstseide	Kunstseide	NOUN	20	29	Kunstseide	B-bn:00066318n	https://babelnet.org/synset?word=bn:00066318n&lang=DE&langTrans=DE	1				0
erzielt	erzielen	VERB	31	37	erzielt	B-bn:00089351v	https://babelnet.org/synset?word=bn:00089351v&lang=DE&langTrans=DE	1				0
worden	werden	AUX	39	44								0
N	N	X	0	0								0
B	B	X	2	2								0
Einige	einigen	DET	4	9								0
wissenschaktliche	wissenschaktliche	ADJ	11	27						1	1	1
Begriffe	Begriff	NOUN	29	36	Begriffe	B-bn:00058174n	https://babelnet.org/synset?word=bn:00058174n&lang=DE&langTrans=DE		1	1		0
und	und	CONJ	38	40								0
Präzisierungen	Präzisierungen	NOUN	42	55						1		0
dieses	dies	DET	57	62								0
Berichtes	Bericht	NOUN	64	72	Berichtes	B-bn:00067181n	https://babelnet.org/synset?word=bn:00067181n&lang=DE&langTrans=DE	1				0
sind	sein	AUX	74	77								0
der	der	DET	79	81								0
